geneID,ncbiID,FAS_F,FAS_B,gene1d_x,gene2d_x,gene2d_y,gene3d_x,gene3d_y,gene3d_z
gene_7,ncbi13735,1.0,1.0,4.318346,2.8371618,4.2636003,4.20055,7.9254975,5.156811
gene_9,ncbi13735,0.3754163134025169,0.1609817613412568,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_13,ncbi13735,1.0,0.6430151031345794,9.642666,4.285726,3.8939393,5.3171153,8.851809,4.826959
gene_14,ncbi13735,0.5834264367603188,0.6667044270617469,14.1564665,1.5018293,4.0728283,3.6164935,7.83086,4.44592
gene_17,ncbi13735,0.2298931736975863,0.09252216969929,10.618183,2.4416375,1.8220483,3.1631837,7.898908,6.4333076
gene_22,ncbi13735,0.4853721614578775,0.6003070421488359,5.514098,3.5292373,4.612077,5.4436154,8.552941,5.398787
gene_24,ncbi13735,0.8028769278422129,1.0,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_25,ncbi13735,1.0,1.0,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_27,ncbi13735,0.1756844560139332,0.3374921178732015,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_29,ncbi13735,1.0,0.6166627165422834,7.941163,2.4321177,3.451729,4.0525246,7.9217443,5.544235
gene_31,ncbi13735,0.7482740056183513,1.0,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_33,ncbi13735,0.3883985224658233,0.693520809075878,5.224905,3.695283,1.4938494,5.4131923,7.460934,6.049643
gene_34,ncbi13735,0.9465398360295256,1.0,13.334914,0.9482914,1.4478383,3.1780107,9.557216,5.442003
gene_35,ncbi13735,1.0,0.9107172739228931,12.813474,0.9491984,1.6298596,3.0630352,9.702727,5.3081617
gene_36,ncbi13735,1.0,0.743713614228005,6.4714684,2.3357344,2.9553828,4.861984,8.383441,6.229549
gene_38,ncbi13735,1.0,1.0,9.398608,2.7007492,2.1974986,3.4340005,7.971268,6.689746
gene_39,ncbi13735,0.7145330536849668,0.3166712222847783,7.0407853,2.4599178,2.3352864,4.17649,7.1726913,6.2936034
gene_40,ncbi13735,0.2170024771314124,0.4415754422141705,9.436562,3.874848,3.8108456,4.910978,9.193198,4.8574533
gene_41,ncbi13735,0.6528496318111237,0.6396115292170628,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_46,ncbi13735,0.6184953438468956,0.7793202253328602,13.338708,0.56801015,2.4130237,3.0681307,9.318077,5.5832663
gene_47,ncbi13735,1.0,0.687135968151602,11.203771,1.1855278,1.7171795,3.2921643,9.721654,5.167454
gene_48,ncbi13735,0.98488380003187,0.6580565676579235,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_49,ncbi13735,1.0,1.0,13.815585,2.5996385,1.5170097,3.6506357,9.353295,5.452913
gene_50,ncbi13735,1.0,1.0,7.337438,2.138252,1.9798611,2.8215642,8.246683,5.8716254
gene_51,ncbi13735,0.744121554652428,0.6870703657250007,11.531938,0.87265086,2.2209225,2.6845896,8.9463,5.629865
gene_53,ncbi13735,0.4252508966787592,0.8592061787739655,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_54,ncbi13735,1.0,1.0,10.94376,0.92543495,2.590534,3.8902452,8.951145,6.339389
gene_55,ncbi13735,0.3086668206762196,0.1466036334021274,11.3311,3.9382775,4.497911,5.3952885,8.362476,4.7072315
gene_57,ncbi13735,0.0627975059330572,0.0687630918769622,10.313452,2.537412,0.75108844,4.758501,9.65226,6.016557
gene_60,ncbi13735,1.0,0.6581671895295195,8.732002,0.86423033,3.6031249,4.6206594,9.031999,5.6409225
gene_62,ncbi13735,1.0,0.821819262318651,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
gene_65,ncbi13735,0.8237337775120095,1.0,10.724085,0.89532214,2.2703698,4.1079416,9.142031,6.477188
gene_66,ncbi13735,0.5981163039603867,0.3983464626739671,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_67,ncbi13735,1.0,0.8287836423244491,9.093998,0.911661,3.3049989,4.3494043,8.935952,5.9205427
gene_68,ncbi13735,0.420700243392737,0.4258854901167199,6.7524686,3.9970531,2.8551795,4.490398,7.719668,5.9496527
gene_69,ncbi13735,1.0,1.0,11.530961,1.3988471,2.3623052,2.668085,8.7871685,5.376838
gene_72,ncbi13735,0.4182457007174917,0.7831589144452399,10.838475,1.797599,2.720808,2.9582615,8.9537,5.0841103
gene_74,ncbi13735,1.0,1.0,4.572222,3.290073,4.6254044,5.2935867,8.687693,5.257769
gene_78,ncbi13735,0.9498453657539406,0.5880323838523385,5.290385,4.08373,2.0771587,5.207581,7.249124,5.872507
gene_80,ncbi13735,0.1306778255977223,0.108302274316185,10.398532,3.7000287,3.4103897,4.2486324,7.191529,5.2995787
gene_82,ncbi13735,0.8149137199531247,1.0,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_83,ncbi13735,1.0,0.7820539434884972,7.32105,2.5995758,1.6062809,3.2309194,8.090641,5.817167
gene_86,ncbi13735,0.8263187387129405,0.9491520412095577,10.526399,2.7750385,2.39047,3.408575,7.795801,6.250037
gene_87,ncbi13735,0.3925649716631176,0.6856841875011597,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_92,ncbi13735,0.5758619507474715,0.9388180365559078,7.985258,2.7739394,3.4606328,3.828773,7.6981163,5.591613
gene_94,ncbi13735,0.6307191021811371,0.7088468646825167,11.144843,1.4760733,2.5869317,2.7819462,8.344657,5.1293344
gene_96,ncbi13735,0.5079765945536145,0.3158784249227749,6.8397126,3.9713762,2.5254166,4.8531137,7.662513,6.3248086
gene_97,ncbi13735,0.8193814957791824,0.7855625293076856,8.147828,1.4281749,1.0717843,3.3939013,9.551633,6.13381
gene_99,ncbi13735,0.4957551540253612,0.789603578112027,8.73494,3.233221,3.3599167,4.7055187,8.508861,6.713508
gene_0,ncbi10665,1.0,0.6969928937402319,10.255254,2.2532864,4.343888,4.115724,8.870688,4.0983877
gene_1,ncbi10665,1.0,1.0,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_5,ncbi10665,0.6648890296572403,0.8679591992217296,6.035023,3.576343,5.38077,5.6237717,7.8006954,4.5593505
gene_9,ncbi10665,0.981652225643056,0.8144998010957387,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_10,ncbi10665,1.0,0.5820978269052839,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_11,ncbi10665,0.1901480733860588,0.0921681294552255,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_12,ncbi10665,0.597533884524695,0.8594944793825219,12.658425,1.3654472,3.698322,3.9974744,7.597509,4.6449404
gene_21,ncbi10665,0.9696650447083656,1.0,9.512723,1.2871766,1.267697,3.3731444,9.769479,5.7110615
gene_22,ncbi10665,0.9452156599867158,1.0,5.514098,3.5292373,4.612077,5.4436154,8.552941,5.398787
gene_24,ncbi10665,0.1077520298081027,0.1720869626368001,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_26,ncbi10665,0.8509135627648867,1.0,6.4995885,2.1629205,3.2300086,4.833916,8.489701,6.2024703
gene_27,ncbi10665,1.0,0.6426195272523795,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_28,ncbi10665,1.0,1.0,5.4106693,3.4362347,1.1291466,5.649269,7.574838,5.9324384
gene_30,ncbi10665,0.1317657280287659,0.2293346915908725,9.710037,2.9060621,3.8531752,3.8035223,9.480624,4.8286223
gene_31,ncbi10665,1.0,0.608901686186618,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_33,ncbi10665,0.7444272174067641,0.5261408932370891,5.224905,3.695283,1.4938494,5.4131923,7.460934,6.049643
gene_34,ncbi10665,1.0,1.0,13.334914,0.9482914,1.4478383,3.1780107,9.557216,5.442003
gene_36,ncbi10665,1.0,0.698291512000031,6.4714684,2.3357344,2.9553828,4.861984,8.383441,6.229549
gene_41,ncbi10665,1.0,0.6611450107787138,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_42,ncbi10665,1.0,0.8585010640492203,6.478278,3.4350343,3.9628046,4.3414845,8.456232,5.600307
gene_46,ncbi10665,0.2579968136757885,0.2177339190451986,13.338708,0.56801015,2.4130237,3.0681307,9.318077,5.5832663
gene_47,ncbi10665,0.1587679182098133,0.3962821905444906,11.203771,1.1855278,1.7171795,3.2921643,9.721654,5.167454
gene_59,ncbi10665,1.0,1.0,12.990289,4.1973433,1.9481895,4.7914014,7.009554,5.9205546
gene_60,ncbi10665,1.0,1.0,8.732002,0.86423033,3.6031249,4.6206594,9.031999,5.6409225
gene_63,ncbi10665,0.2869153048312963,0.4909018386136839,12.352763,2.0533986,3.1199799,3.8330925,7.3017826,5.0112767
gene_65,ncbi10665,0.6506618563553926,0.7973864816098246,10.724085,0.89532214,2.2703698,4.1079416,9.142031,6.477188
gene_66,ncbi10665,0.9475405475152808,0.4982972400492633,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_68,ncbi10665,1.0,1.0,6.7524686,3.9970531,2.8551795,4.490398,7.719668,5.9496527
gene_69,ncbi10665,1.0,0.5779619038196756,11.530961,1.3988471,2.3623052,2.668085,8.7871685,5.376838
gene_70,ncbi10665,1.0,1.0,5.5700407,3.2310905,5.3676925,5.564182,7.5656843,4.9163976
gene_72,ncbi10665,0.4539026820865027,0.6165892471621969,10.838475,1.797599,2.720808,2.9582615,8.9537,5.0841103
gene_75,ncbi10665,1.0,1.0,11.925037,3.486919,2.9971435,4.2944617,6.8311768,5.632206
gene_76,ncbi10665,1.0,1.0,6.9011064,1.796474,5.1268888,5.004669,8.756465,4.156292
gene_78,ncbi10665,0.5619487792418191,0.6193080780581564,5.290385,4.08373,2.0771587,5.207581,7.249124,5.872507
gene_79,ncbi10665,0.0909543263720471,0.1987698374588296,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_82,ncbi10665,1.0,1.0,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_84,ncbi10665,0.4332771319138312,0.325481007229064,8.925274,3.1890028,1.9767823,4.4518704,8.5104,6.825685
gene_87,ncbi10665,1.0,1.0,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_88,ncbi10665,0.7543780324897907,1.0,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_89,ncbi10665,0.4702599100695211,0.8720255304596614,8.23874,1.1159868,4.413054,4.422991,9.360146,4.8184276
gene_91,ncbi10665,0.9403481197863892,1.0,4.9770184,3.086531,5.151738,5.4941025,7.7211533,5.017087
gene_92,ncbi10665,0.6577427133096845,0.94170547657981,7.985258,2.7739394,3.4606328,3.828773,7.6981163,5.591613
gene_94,ncbi10665,1.0,0.9922978068702644,11.144843,1.4760733,2.5869317,2.7819462,8.344657,5.1293344
gene_97,ncbi10665,0.1981183231840415,0.5305578255391687,8.147828,1.4281749,1.0717843,3.3939013,9.551633,6.13381
gene_2,ncbi12721,0.8356113861782791,1.0,8.516785,1.88552,0.70696056,4.5012608,9.749037,5.698814
gene_5,ncbi12721,0.5160243404924314,0.2034331834136127,6.035023,3.576343,5.38077,5.6237717,7.8006954,4.5593505
gene_6,ncbi12721,0.5223690736528155,0.2576200852957377,9.282179,2.761397,5.0356917,4.821098,8.108823,4.671787
gene_9,ncbi12721,1.0,0.5690116850485766,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_10,ncbi12721,0.3830427832423986,0.664038766016247,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_11,ncbi12721,0.6022785218581267,0.3843044432632242,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_13,ncbi12721,0.6543998549997634,0.2965527091979131,9.642666,4.285726,3.8939393,5.3171153,8.851809,4.826959
gene_15,ncbi12721,0.1354230917121268,0.017260363630019,5.043551,3.7576373,5.052322,5.749716,7.8336215,5.1626678
gene_18,ncbi12721,0.3043656363604564,0.4577391135629506,8.650636,3.00174,1.1161977,4.8716307,9.022034,6.454273
gene_21,ncbi12721,1.0,1.0,9.512723,1.2871766,1.267697,3.3731444,9.769479,5.7110615
gene_22,ncbi12721,1.0,0.6103841664990519,5.514098,3.5292373,4.612077,5.4436154,8.552941,5.398787
gene_24,ncbi12721,0.2223170340221842,0.3085214308192052,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_25,ncbi12721,1.0,0.6435331489202191,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_30,ncbi12721,1.0,0.9585888102154976,9.710037,2.9060621,3.8531752,3.8035223,9.480624,4.8286223
gene_32,ncbi12721,0.3606228164409616,0.723742535983449,6.9088855,3.8197412,2.5359542,4.8492537,7.890157,6.593264
gene_33,ncbi12721,0.7456557639089112,1.0,5.224905,3.695283,1.4938494,5.4131923,7.460934,6.049643
gene_34,ncbi12721,0.9445442163608224,1.0,13.334914,0.9482914,1.4478383,3.1780107,9.557216,5.442003
gene_39,ncbi12721,0.7763928954554989,0.6253844409755003,7.0407853,2.4599178,2.3352864,4.17649,7.1726913,6.2936034
gene_41,ncbi12721,1.0,0.6316772870477442,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_42,ncbi12721,0.6215334180626207,0.5968119852121215,6.478278,3.4350343,3.9628046,4.3414845,8.456232,5.600307
gene_44,ncbi12721,1.0,0.8570240124243618,7.5152645,2.5412471,2.959117,3.7585413,8.491365,5.666775
gene_46,ncbi12721,0.9448965599825468,0.9057411489092492,13.338708,0.56801015,2.4130237,3.0681307,9.318077,5.5832663
gene_48,ncbi12721,0.919394697577839,1.0,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_49,ncbi12721,1.0,0.8146076244475471,13.815585,2.5996385,1.5170097,3.6506357,9.353295,5.452913
gene_50,ncbi12721,1.0,1.0,7.337438,2.138252,1.9798611,2.8215642,8.246683,5.8716254
gene_51,ncbi12721,1.0,1.0,11.531938,0.87265086,2.2209225,2.6845896,8.9463,5.629865
gene_52,ncbi12721,1.0,1.0,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_53,ncbi12721,1.0,0.7985494254718366,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_55,ncbi12721,0.7553490601590981,0.8792681180353503,11.3311,3.9382775,4.497911,5.3952885,8.362476,4.7072315
gene_56,ncbi12721,0.4481991290650216,0.4645257791127158,13.262347,0.7321146,2.8946996,3.8392627,8.996313,5.670098
gene_59,ncbi12721,0.1646240362872199,0.240078908562911,12.990289,4.1973433,1.9481895,4.7914014,7.009554,5.9205546
gene_61,ncbi12721,0.3938963467679283,0.4206108947918547,5.7748513,2.778988,4.6697693,5.0953856,7.7253437,5.435561
gene_62,ncbi12721,1.0,1.0,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
gene_63,ncbi12721,0.3649699737254602,0.4018045782395627,12.352763,2.0533986,3.1199799,3.8330925,7.3017826,5.0112767
gene_66,ncbi12721,0.1562863664691581,0.2365601817670926,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_69,ncbi12721,1.0,1.0,11.530961,1.3988471,2.3623052,2.668085,8.7871685,5.376838
gene_71,ncbi12721,1.0,1.0,12.708669,3.9174562,2.1536138,4.893048,7.2523026,6.2238007
gene_76,ncbi12721,0.3822405752138046,0.5180755064498708,6.9011064,1.796474,5.1268888,5.004669,8.756465,4.156292
gene_77,ncbi12721,0.7426551280823288,1.0,7.6023636,3.5427518,2.1196659,4.3299356,7.8025155,6.6033187
gene_78,ncbi12721,1.0,0.9594010352982582,5.290385,4.08373,2.0771587,5.207581,7.249124,5.872507
gene_80,ncbi12721,0.2897146192276454,0.5905304760680816,10.398532,3.7000287,3.4103897,4.2486324,7.191529,5.2995787
gene_82,ncbi12721,0.7203981356820389,1.0,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_83,ncbi12721,0.5333266336728313,0.6658639180817754,7.32105,2.5995758,1.6062809,3.2309194,8.090641,5.817167
gene_85,ncbi12721,0.1544797310974219,0.4526541336359757,8.811128,2.181206,0.6890196,4.2694225,9.82447,6.051608
gene_87,ncbi12721,0.062687886263395,0.3781712685034968,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_91,ncbi12721,0.3967352870460796,0.8285309381088137,4.9770184,3.086531,5.151738,5.4941025,7.7211533,5.017087
gene_92,ncbi12721,0.2957629647194243,0.0886887265702788,7.985258,2.7739394,3.4606328,3.828773,7.6981163,5.591613
gene_94,ncbi12721,0.3809020320696933,0.0012884786622217,11.144843,1.4760733,2.5869317,2.7819462,8.344657,5.1293344
gene_97,ncbi12721,0.6322311355444299,0.4297281149565229,8.147828,1.4281749,1.0717843,3.3939013,9.551633,6.13381
gene_0,ncbi4530,0.4957037120893491,0.4021207719336279,10.255254,2.2532864,4.343888,4.115724,8.870688,4.0983877
gene_1,ncbi4530,1.0,1.0,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_5,ncbi4530,1.0,1.0,6.035023,3.576343,5.38077,5.6237717,7.8006954,4.5593505
gene_6,ncbi4530,0.1450927778464296,0.2735304666711362,9.282179,2.761397,5.0356917,4.821098,8.108823,4.671787
gene_10,ncbi4530,1.0,1.0,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_11,ncbi4530,1.0,0.5945454543626509,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_12,ncbi4530,0.4253081527900398,0.4431385124595104,12.658425,1.3654472,3.698322,3.9974744,7.597509,4.6449404
gene_15,ncbi4530,0.3662601429083095,0.6671241260434462,5.043551,3.7576373,5.052322,5.749716,7.8336215,5.1626678
gene_16,ncbi4530,0.14294081448178,0.3361393108799624,7.779359,1.6138403,1.4580591,3.5926588,8.506019,6.6508746
gene_17,ncbi4530,0.9530452904054162,0.8992106892856968,10.618183,2.4416375,1.8220483,3.1631837,7.898908,6.4333076
gene_25,ncbi4530,0.531163487274487,0.6103125885670057,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_28,ncbi4530,1.0,1.0,5.4106693,3.4362347,1.1291466,5.649269,7.574838,5.9324384
gene_37,ncbi4530,0.1780887042937632,0.0005048723530598,10.466733,1.9122577,3.5909276,3.5138888,8.039787,4.7995048
gene_39,ncbi4530,0.033384228690113,0.1497301658545436,7.0407853,2.4599178,2.3352864,4.17649,7.1726913,6.2936034
gene_43,ncbi4530,0.5535530251892243,0.325437815617241,9.980852,1.9821296,3.7584941,3.8655543,8.424636,4.9561553
gene_48,ncbi4530,0.27211368025218,0.0339710150017502,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_49,ncbi4530,0.7175732616085023,0.7641522206267286,13.815585,2.5996385,1.5170097,3.6506357,9.353295,5.452913
gene_52,ncbi4530,0.3271888776038408,0.015912713378046,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_53,ncbi4530,0.9563627462838212,1.0,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_54,ncbi4530,0.4514127481445672,0.0099319094261419,10.94376,0.92543495,2.590534,3.8902452,8.951145,6.339389
gene_55,ncbi4530,0.7670893026361901,1.0,11.3311,3.9382775,4.497911,5.3952885,8.362476,4.7072315
gene_61,ncbi4530,1.0,1.0,5.7748513,2.778988,4.6697693,5.0953856,7.7253437,5.435561
gene_62,ncbi4530,0.6454107148521963,0.3871731422795343,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
gene_63,ncbi4530,0.8901364246897041,1.0,12.352763,2.0533986,3.1199799,3.8330925,7.3017826,5.0112767
gene_66,ncbi4530,0.6618228876654798,0.9653633247753066,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_70,ncbi4530,0.8623885990247303,0.5541513901246813,5.5700407,3.2310905,5.3676925,5.564182,7.5656843,4.9163976
gene_71,ncbi4530,0.4868849271775946,0.328314768114463,12.708669,3.9174562,2.1536138,4.893048,7.2523026,6.2238007
gene_73,ncbi4530,0.5219762382078937,0.6239206454486841,5.973873,2.813056,4.6472297,4.9059906,8.069737,5.27284
gene_75,ncbi4530,0.0466402080899917,0.2875049612216965,11.925037,3.486919,2.9971435,4.2944617,6.8311768,5.632206
gene_76,ncbi4530,0.2991248699826752,0.3510451051253147,6.9011064,1.796474,5.1268888,5.004669,8.756465,4.156292
gene_79,ncbi4530,0.9254427683212112,1.0,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_80,ncbi4530,0.8944606672966978,1.0,10.398532,3.7000287,3.4103897,4.2486324,7.191529,5.2995787
gene_86,ncbi4530,0.9294579690919532,1.0,10.526399,2.7750385,2.39047,3.408575,7.795801,6.250037
gene_88,ncbi4530,0.0612189747848804,0.1749075681856061,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_90,ncbi4530,0.991312787010494,0.9858653812937486,8.189567,1.7984698,1.267925,3.2789788,8.4237385,6.397824
gene_93,ncbi4530,0.0144720809829895,0.2914265310097445,9.642303,2.5257912,4.20717,4.042684,8.151111,4.4147577
gene_95,ncbi4530,0.6288221694456726,0.4143153153506056,8.871607,2.8380466,0.81250346,4.8120403,9.539873,6.2292843
gene_96,ncbi4530,0.8813567544138513,1.0,6.8397126,3.9713762,2.5254166,4.8531137,7.662513,6.3248086
gene_1,ncbi11709,1.0,0.5713088987742811,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_2,ncbi11709,0.8093541620531643,1.0,8.516785,1.88552,0.70696056,4.5012608,9.749037,5.698814
gene_3,ncbi11709,0.9367622445053736,0.6962872639244516,8.598183,0.7010093,3.654048,4.880064,9.247072,5.8655105
gene_4,ncbi11709,1.0,1.0,12.139848,3.7874973,3.1594172,4.1812143,6.9497366,5.56696
gene_5,ncbi11709,0.5036600342318663,0.9314438447211196,6.035023,3.576343,5.38077,5.6237717,7.8006954,4.5593505
gene_6,ncbi11709,0.0014801362067008,0.2997583881065624,9.282179,2.761397,5.0356917,4.821098,8.108823,4.671787
gene_8,ncbi11709,0.3435164769868896,0.7486032689499669,6.3700786,1.9772612,5.282257,5.0379477,8.249708,4.2367578
gene_10,ncbi11709,1.0,0.651249887195958,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_16,ncbi11709,1.0,0.7638198819417025,7.779359,1.6138403,1.4580591,3.5926588,8.506019,6.6508746
gene_17,ncbi11709,0.290197312321402,0.0897715508175993,10.618183,2.4416375,1.8220483,3.1631837,7.898908,6.4333076
gene_18,ncbi11709,1.0,1.0,8.650636,3.00174,1.1161977,4.8716307,9.022034,6.454273
gene_20,ncbi11709,0.1544637321508655,0.196018357243111,7.853529,1.5750967,4.7185416,4.3369303,9.057441,4.5271993
gene_24,ncbi11709,0.8939464759556454,1.0,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_25,ncbi11709,0.3187983947513587,0.3333554964952652,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_26,ncbi11709,0.5894280623659408,0.4546423494158986,6.4995885,2.1629205,3.2300086,4.833916,8.489701,6.2024703
gene_27,ncbi11709,0.0098763813914325,0.0131517729370832,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_29,ncbi11709,0.2914340799155032,0.4499680269517023,7.941163,2.4321177,3.451729,4.0525246,7.9217443,5.544235
gene_32,ncbi11709,0.5493092338617493,0.9597872526002782,6.9088855,3.8197412,2.5359542,4.8492537,7.890157,6.593264
gene_37,ncbi11709,0.2628072448817445,0.2441682202798293,10.466733,1.9122577,3.5909276,3.5138888,8.039787,4.7995048
gene_38,ncbi11709,1.0,0.6883635252007967,9.398608,2.7007492,2.1974986,3.4340005,7.971268,6.689746
gene_41,ncbi11709,0.2313085875169447,0.008283531807993,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_47,ncbi11709,0.5987059614544457,0.1909402005075755,11.203771,1.1855278,1.7171795,3.2921643,9.721654,5.167454
gene_51,ncbi11709,0.7799192195584894,0.5267572254325277,11.531938,0.87265086,2.2209225,2.6845896,8.9463,5.629865
gene_52,ncbi11709,0.4841581650325558,0.5702747531905505,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_60,ncbi11709,0.593319214221341,0.5773204429119139,8.732002,0.86423033,3.6031249,4.6206594,9.031999,5.6409225
gene_61,ncbi11709,0.1408519940240419,0.0591179449779355,5.7748513,2.778988,4.6697693,5.0953856,7.7253437,5.435561
gene_65,ncbi11709,0.0338868487134466,0.1452382057780147,10.724085,0.89532214,2.2703698,4.1079416,9.142031,6.477188
gene_67,ncbi11709,1.0,0.8380909909466128,9.093998,0.911661,3.3049989,4.3494043,8.935952,5.9205427
gene_69,ncbi11709,0.6037525901150156,0.4517921305559444,11.530961,1.3988471,2.3623052,2.668085,8.7871685,5.376838
gene_75,ncbi11709,1.0,1.0,11.925037,3.486919,2.9971435,4.2944617,6.8311768,5.632206
gene_76,ncbi11709,0.8604974557175277,0.950999690799929,6.9011064,1.796474,5.1268888,5.004669,8.756465,4.156292
gene_78,ncbi11709,1.0,1.0,5.290385,4.08373,2.0771587,5.207581,7.249124,5.872507
gene_79,ncbi11709,0.7620578965986544,1.0,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_80,ncbi11709,1.0,0.8128658919225153,10.398532,3.7000287,3.4103897,4.2486324,7.191529,5.2995787
gene_81,ncbi11709,1.0,1.0,9.097842,1.6943201,1.8622415,2.9143617,8.790617,6.071792
gene_82,ncbi11709,0.7162498957106296,0.6788669592847736,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_88,ncbi11709,0.080692029515112,0.448679386740017,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_89,ncbi11709,1.0,1.0,8.23874,1.1159868,4.413054,4.422991,9.360146,4.8184276
gene_96,ncbi11709,0.4909985428083943,0.1252135815116962,6.8397126,3.9713762,2.5254166,4.8531137,7.662513,6.3248086
gene_98,ncbi11709,0.8541811973221496,0.7656613463679708,5.8426967,2.435973,5.257016,5.114017,7.634966,4.742463
gene_8,ncbi5061,0.4757721499837278,0.7811639051433661,6.3700786,1.9772612,5.282257,5.0379477,8.249708,4.2367578
gene_9,ncbi5061,0.1780679213334681,0.6111848567684277,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_10,ncbi5061,0.315231234923581,0.2553633759765765,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_14,ncbi5061,1.0,1.0,14.1564665,1.5018293,4.0728283,3.6164935,7.83086,4.44592
gene_15,ncbi5061,1.0,0.5592858514091523,5.043551,3.7576373,5.052322,5.749716,7.8336215,5.1626678
gene_18,ncbi5061,0.3274447854154987,0.6319871959823132,8.650636,3.00174,1.1161977,4.8716307,9.022034,6.454273
gene_19,ncbi5061,1.0,1.0,4.872683,3.4297106,4.7470913,5.616362,8.401423,5.320411
gene_22,ncbi5061,1.0,0.7298616411915283,5.514098,3.5292373,4.612077,5.4436154,8.552941,5.398787
gene_24,ncbi5061,0.1790441690057519,0.1067967708131487,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_26,ncbi5061,1.0,1.0,6.4995885,2.1629205,3.2300086,4.833916,8.489701,6.2024703
gene_27,ncbi5061,0.0968132980208663,0.5089271050997453,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_28,ncbi5061,0.471150518233973,0.4695320022463859,5.4106693,3.4362347,1.1291466,5.649269,7.574838,5.9324384
